date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:30	3303/3303	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:12%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:30	9192/9192	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:57%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-26502.css?ver=1693866537	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/post-26502a8a0.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:30	14818/14818	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Sep%202023%2008:41:31%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-210875.css?ver=1693989691	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/post-2108759f65.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:30	8260/8260	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Sep%202023%2022:28:57%20GMT	https://wed-webs.com/wp-content/uploads/elementor/css/post-78504.css?ver=1693866537	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/uploads/elementor/css/post-78504a8a0.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:31	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2022%20Aug%202023%2006:03:12%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.15.3	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/animations/animations.minb73d.css	(from https://wed-webs.com/storyofedoandalice/)
20:04:31	701/701	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2024%20Aug%202023%2003:54:48%20GMT	https://wed-webs.com/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdn.js?minify=false&ver=132249e245926ae3e188	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdndca9.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:31	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684461125067.9578	https://stats.wp.com/e-202337.js	C:/My%20Web%20Sites/edo%20and%20slice/stats.wp.com/e-202337.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:32	87482/87482	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2026%20May%202023%2011:33:35%20GMT	https://c0.wp.com/c/6.3.1/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/edo%20and%20slice/c0.wp.com/c/6.3.1/wp-includes/js/jquery/jquery.min.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:32	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://c0.wp.com/c/6.3.1/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/edo%20and%20slice/c0.wp.com/c/6.3.1/wp-includes/js/jquery/jquery-migrate.min.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:32	252588/252588	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Aug%202023%2003:59:14%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js?ver=5.6.6	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min3f90.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:32	33761/33761	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Aug%202023%2023:16:09%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/js/fluentform-advanced.js?ver=5.0.8	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/fluentform/assets/js/fluentform-advancedaaf9.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:33	19228/19228	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2026%20Aug%202023%2023:16:10%20GMT	https://wed-webs.com/wp-content/plugins/fluentform/assets/js/form-submission.js?ver=5.0.8	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/fluentform/assets/js/form-submissionaaf9.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:33	5629/5629	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20Jun%202020%2018:53:27%20GMT	https://c0.wp.com/c/6.3.1/wp-includes/js/imagesloaded.min.js	C:/My%20Web%20Sites/edo%20and%20slice/c0.wp.com/c/6.3.1/wp-includes/js/imagesloaded.min.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:33	15347/15347	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Aug%202023%2006:03:12%20GMT	https://wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://wed-webs.com/storyofedoandalice/)
20:04:33	5667/5667	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Aug%202023%2003:59:14%20GMT	https://wed-webs.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.15.1	C:/My%20Web%20Sites/edo%20and%20slice/wed-webs.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min5829.js	(from https://wed-webs.com/storyofedoandalice/)
